id,department,department_id,amount,date,month,day,category,vendor,description,is_anomaly,anomaly_type
TXN-00630,Water Resources,DEPT-007,6.46,2025-09-11,9,11,grants,Vendor-008,Regular departmental expenditure,False,none
TXN-00645,Women & Child Development,DEPT-008,2.66,2025-12-28,12,28,grants,Vendor-001,Regular departmental expenditure,False,none
TXN-00860,Public Works - Mumbai,DEPT-010,13.08,2025-04-20,4,20,subsidies,Vendor-016,Regular departmental expenditure,False,none
TXN-00706,Women & Child Development,DEPT-008,6.82,2025-11-19,11,19,salaries,Vendor-035,Regular departmental expenditure,False,none
TXN-00063,Health & Family Welfare,DEPT-001,20.59,2025-05-26,5,26,capital,Vendor-040,Regular departmental expenditure,False,none
TXN-00679,Women & Child Development,DEPT-008,5.96,2025-06-11,6,11,salaries,Vendor-008,Regular departmental expenditure,False,none
TXN-00301,Agriculture & Farmers,DEPT-004,4.96,2025-09-15,9,15,revenue,Vendor-035,Regular departmental expenditure,False,none
TXN-00121,Education,DEPT-002,7.03,2025-06-06,6,6,revenue,Vendor-005,Regular departmental expenditure,False,none
TXN-00817,Public Works - Pune,DEPT-009,99.8,2025-05-17,5,17,subsidies,Vendor-009,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00744,Public Works - Pune,DEPT-009,2.56,2025-10-04,10,4,capital,Vendor-013,Regular departmental expenditure,False,none
TXN-00558,Water Resources,DEPT-007,9.47,2025-09-08,9,8,salaries,Vendor-038,Regular departmental expenditure,False,none
TXN-01020,Primary Education - Pune,DEPT-012,3.55,2025-05-05,5,5,salaries,Vendor-027,Regular departmental expenditure,False,none
TXN-00577,Water Resources,DEPT-007,9.0,2025-07-17,7,17,capital,Vendor-012,Regular departmental expenditure,False,none
TXN-00655,Women & Child Development,DEPT-008,8.37,2025-07-02,7,2,capital,Vendor-009,Regular departmental expenditure,False,none
TXN-00299,Agriculture & Farmers,DEPT-004,18.97,2025-07-22,7,22,grants,Vendor-027,Regular departmental expenditure,False,none
TXN-00598,Water Resources,DEPT-007,12.27,2025-06-18,6,18,infrastructure,Vendor-015,Regular departmental expenditure,False,none
TXN-00233,Road Transport & Highways,DEPT-003,42.0,2025-10-21,10,21,revenue,Vendor-022,Regular departmental expenditure,False,none
TXN-00715,Women & Child Development,DEPT-008,6.9,2025-08-09,8,9,capital,Vendor-006,Regular departmental expenditure,False,none
TXN-00336,Agriculture & Farmers,DEPT-004,3.99,2025-11-04,11,4,infrastructure,Vendor-023,Regular departmental expenditure,False,none
TXN-00148,Education,DEPT-002,16.69,2025-11-17,11,17,grants,Vendor-015,Regular departmental expenditure,False,none
TXN-00466,Urban Development,DEPT-006,14.97,2025-11-01,11,1,subsidies,Vendor-005,Regular departmental expenditure,False,none
TXN-00943,Public Works - Nagpur,DEPT-011,3.5,2025-11-03,11,3,subsidies,Vendor-006,Regular departmental expenditure,False,none
TXN-00348,Agriculture & Farmers,DEPT-004,15.5,2025-05-14,5,14,revenue,Vendor-009,Regular departmental expenditure,False,none
TXN-01091,Primary Education - Pune,DEPT-012,1.86,2025-10-22,10,22,infrastructure,Vendor-019,Regular departmental expenditure,False,none
TXN-00475,Urban Development,DEPT-006,7.39,2025-07-17,7,17,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-00842,Public Works - Mumbai,DEPT-010,5.56,2025-11-18,11,18,capital,Vendor-032,Regular departmental expenditure,False,none
TXN-00967,Public Works - Nagpur,DEPT-011,6.24,2025-08-15,8,15,subsidies,Vendor-023,Regular departmental expenditure,False,none
TXN-00664,Women & Child Development,DEPT-008,4.25,2025-06-25,6,25,grants,Vendor-047,Regular departmental expenditure,False,none
TXN-00266,Road Transport & Highways,DEPT-003,246.81,2025-12-15,12,15,capital,Vendor-049,Bulk procurement - emergency purchase,True,spending_spike
TXN-00025,Health & Family Welfare,DEPT-001,13.53,2025-10-13,10,13,grants,Vendor-029,Regular departmental expenditure,False,none
TXN-01057,Primary Education - Pune,DEPT-012,3.85,2025-07-05,7,5,capital,Vendor-039,Regular departmental expenditure,False,none
TXN-00622,Water Resources,DEPT-007,9.03,2025-08-13,8,13,infrastructure,Vendor-031,Regular departmental expenditure,False,none
TXN-00613,Water Resources,DEPT-007,7.61,2025-09-11,9,11,subsidies,Vendor-005,Regular departmental expenditure,False,none
TXN-00809,Public Works - Pune,DEPT-009,3.1,2025-05-09,5,9,salaries,Vendor-015,Regular departmental expenditure,False,none
TXN-00962,Public Works - Nagpur,DEPT-011,5.53,2025-04-04,4,4,subsidies,Vendor-017,Regular departmental expenditure,False,none
TXN-00408,Rural Development,DEPT-005,14.84,2025-05-08,5,8,capital,Vendor-016,Regular departmental expenditure,False,none
TXN-00400,Rural Development,DEPT-005,7.4,2025-09-12,9,12,salaries,Vendor-003,Regular departmental expenditure,False,none
TXN-00473,Urban Development,DEPT-006,21.34,2025-11-22,11,22,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00302,Agriculture & Farmers,DEPT-004,9.42,2025-04-25,4,25,subsidies,Vendor-018,Regular departmental expenditure,False,none
TXN-00046,Health & Family Welfare,DEPT-001,38.45,2025-08-05,8,5,grants,Vendor-009,Regular departmental expenditure,False,none
TXN-00263,Road Transport & Highways,DEPT-003,14.01,2025-10-20,10,20,salaries,Vendor-001,Regular departmental expenditure,False,none
TXN-00118,Education,DEPT-002,24.44,2025-07-26,7,26,revenue,Vendor-050,Regular departmental expenditure,False,none
TXN-00373,Rural Development,DEPT-005,4.42,2025-07-15,7,15,grants,Vendor-048,Regular departmental expenditure,False,none
TXN-00356,Agriculture & Farmers,DEPT-004,16.09,2025-09-05,9,5,infrastructure,Vendor-047,Regular departmental expenditure,False,none
TXN-01029,Primary Education - Pune,DEPT-012,2.7,2025-07-13,7,13,subsidies,Vendor-009,Regular departmental expenditure,False,none
TXN-01095,Primary Education - Pune,DEPT-012,30.26,2026-03-30,3,30,infrastructure,Vendor-013,Urgent year-end fund utilization,True,march_dumping
TXN-00355,Agriculture & Farmers,DEPT-004,8.67,2025-08-01,8,1,salaries,Vendor-032,Regular departmental expenditure,False,none
TXN-00676,Women & Child Development,DEPT-008,5.03,2025-11-09,11,9,salaries,Vendor-032,Regular departmental expenditure,False,none
TXN-00055,Health & Family Welfare,DEPT-001,17.52,2025-08-28,8,28,salaries,Vendor-048,Regular departmental expenditure,False,none
TXN-00049,Health & Family Welfare,DEPT-001,23.16,2025-05-14,5,14,revenue,Vendor-002,Regular departmental expenditure,False,none
TXN-00955,Public Works - Nagpur,DEPT-011,5.6,2025-12-16,12,16,grants,Vendor-030,Regular departmental expenditure,False,none
TXN-00650,Women & Child Development,DEPT-008,7.93,2025-10-21,10,21,salaries,Vendor-043,Regular departmental expenditure,False,none
TXN-00319,Agriculture & Farmers,DEPT-004,25.16,2025-09-09,9,9,infrastructure,Vendor-009,Regular departmental expenditure,False,none
TXN-00919,Public Works - Mumbai,DEPT-010,70.0,2026-03-28,3,28,revenue,Vendor-040,Urgent year-end fund utilization,True,march_dumping
TXN-00177,Education,DEPT-002,150.0,2025-08-05,8,5,grants,Vendor-005,Capital expenditure - project payment,True,round_amount_fraud
TXN-00076,Health & Family Welfare,DEPT-001,45.9,2025-09-16,9,16,capital,Vendor-040,Regular departmental expenditure,False,none
TXN-00417,Rural Development,DEPT-005,13.08,2025-05-14,5,14,subsidies,Vendor-018,Regular departmental expenditure,False,none
TXN-00533,Urban Development,DEPT-006,6.46,2025-12-23,12,23,infrastructure,Vendor-017,Regular departmental expenditure,False,none
TXN-00275,Road Transport & Highways,DEPT-003,15.12,2025-12-24,12,24,grants,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00877,Public Works - Mumbai,DEPT-010,5.73,2025-05-19,5,19,subsidies,Vendor-040,Regular departmental expenditure,False,none
TXN-01075,Primary Education - Pune,DEPT-012,3.37,2025-07-15,7,15,subsidies,Vendor-021,Regular departmental expenditure,False,none
TXN-00450,Rural Development,DEPT-005,50.0,2025-11-08,11,8,capital,Vendor-025,Capital expenditure - project payment,True,round_amount_fraud
TXN-00131,Education,DEPT-002,28.38,2025-05-12,5,12,capital,Vendor-044,Regular departmental expenditure,False,none
TXN-00181,Education,DEPT-002,209.94,2025-10-02,10,2,salaries,Vendor-014,Bulk procurement - emergency purchase,True,spending_spike
TXN-00480,Urban Development,DEPT-006,8.98,2025-09-21,9,21,subsidies,Vendor-019,Regular departmental expenditure,False,none
TXN-00517,Urban Development,DEPT-006,9.52,2025-11-28,11,28,subsidies,Vendor-041,Regular departmental expenditure,False,none
TXN-00520,Urban Development,DEPT-006,17.08,2025-09-12,9,12,revenue,Vendor-007,Regular departmental expenditure,False,none
TXN-00092,Health & Family Welfare,DEPT-001,100.0,2025-04-07,4,7,infrastructure,Vendor-032,Capital expenditure - project payment,True,round_amount_fraud
TXN-00174,Education,DEPT-002,20.72,2025-05-14,5,14,salaries,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00959,Public Works - Nagpur,DEPT-011,5.68,2025-09-10,9,10,revenue,Vendor-015,Regular departmental expenditure,False,none
TXN-00794,Public Works - Pune,DEPT-009,7.37,2025-09-22,9,22,capital,Vendor-030,Regular departmental expenditure,False,none
TXN-00981,Public Works - Nagpur,DEPT-011,2.43,2025-10-16,10,16,infrastructure,Vendor-010,Regular departmental expenditure,False,none
TXN-00026,Health & Family Welfare,DEPT-001,24.72,2025-07-13,7,13,grants,Vendor-022,Regular departmental expenditure,False,none
TXN-00436,Rural Development,DEPT-005,17.13,2025-07-17,7,17,grants,Vendor-049,Regular departmental expenditure,False,none
TXN-00346,Agriculture & Farmers,DEPT-004,6.51,2025-08-12,8,12,salaries,Vendor-049,Regular departmental expenditure,False,none
TXN-00019,Health & Family Welfare,DEPT-001,28.36,2025-12-28,12,28,capital,Vendor-008,Regular departmental expenditure,False,none
TXN-00840,Public Works - Mumbai,DEPT-010,12.63,2025-04-03,4,3,subsidies,Vendor-011,Regular departmental expenditure,False,none
TXN-00890,Public Works - Mumbai,DEPT-010,6.8,2025-06-10,6,10,grants,Vendor-012,Regular departmental expenditure,False,none
TXN-00476,Urban Development,DEPT-006,7.33,2025-06-24,6,24,salaries,Vendor-016,Regular departmental expenditure,False,none
TXN-00556,Water Resources,DEPT-007,13.78,2025-10-15,10,15,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-00952,Public Works - Nagpur,DEPT-011,4.18,2025-07-08,7,8,grants,Vendor-016,Regular departmental expenditure,False,none
TXN-00958,Public Works - Nagpur,DEPT-011,9.82,2025-10-05,10,5,infrastructure,Vendor-006,Regular departmental expenditure,False,none
TXN-00205,Road Transport & Highways,DEPT-003,29.42,2025-09-26,9,26,subsidies,Vendor-050,Regular departmental expenditure,False,none
TXN-01038,Primary Education - Pune,DEPT-012,6.07,2025-04-03,4,3,grants,Vendor-047,Regular departmental expenditure,False,none
TXN-00107,Education,DEPT-002,4.66,2025-10-27,10,27,revenue,Vendor-026,Regular departmental expenditure,False,none
TXN-01033,Primary Education - Pune,DEPT-012,3.45,2025-06-26,6,26,grants,Vendor-013,Regular departmental expenditure,False,none
TXN-00404,Rural Development,DEPT-005,12.08,2025-12-23,12,23,subsidies,Vendor-017,Regular departmental expenditure,False,none
TXN-00338,Agriculture & Farmers,DEPT-004,25.74,2025-09-13,9,13,capital,Vendor-047,Regular departmental expenditure,False,none
TXN-00752,Public Works - Pune,DEPT-009,4.23,2025-05-28,5,28,revenue,Vendor-038,Regular departmental expenditure,False,none
TXN-00761,Public Works - Pune,DEPT-009,6.13,2025-04-09,4,9,subsidies,Vendor-019,Regular departmental expenditure,False,none
TXN-00433,Rural Development,DEPT-005,19.83,2025-08-10,8,10,revenue,Vendor-039,Regular departmental expenditure,False,none
TXN-00812,Public Works - Pune,DEPT-009,4.77,2025-11-22,11,22,infrastructure,Vendor-012,Regular departmental expenditure,False,none
TXN-01030,Primary Education - Pune,DEPT-012,4.75,2025-10-04,10,4,grants,Vendor-019,Regular departmental expenditure,False,none
TXN-00749,Public Works - Pune,DEPT-009,6.13,2025-05-26,5,26,subsidies,Vendor-041,Regular departmental expenditure,False,none
TXN-01031,Primary Education - Pune,DEPT-012,5.81,2025-12-22,12,22,subsidies,Vendor-047,Regular departmental expenditure,False,none
TXN-00496,Urban Development,DEPT-006,8.27,2025-12-21,12,21,subsidies,Vendor-050,Regular departmental expenditure,False,none
TXN-01061,Primary Education - Pune,DEPT-012,2.45,2025-11-24,11,24,infrastructure,Vendor-019,Regular departmental expenditure,False,none
TXN-00936,Public Works - Nagpur,DEPT-011,3.25,2025-04-23,4,23,infrastructure,Vendor-040,Regular departmental expenditure,False,none
TXN-00341,Agriculture & Farmers,DEPT-004,29.49,2025-07-13,7,13,grants,Vendor-010,Regular departmental expenditure,False,none
TXN-00168,Education,DEPT-002,3.81,2025-09-05,9,5,infrastructure,Vendor-011,Regular departmental expenditure,False,none
TXN-00803,Public Works - Pune,DEPT-009,4.74,2025-04-03,4,3,revenue,Vendor-049,Regular departmental expenditure,False,none
TXN-00861,Public Works - Mumbai,DEPT-010,11.38,2025-11-16,11,16,grants,Vendor-023,Regular departmental expenditure,False,none
TXN-00960,Public Works - Nagpur,DEPT-011,4.15,2025-11-26,11,26,capital,Vendor-037,Regular departmental expenditure,False,none
TXN-00642,Water Resources,DEPT-007,39.37,2026-03-26,3,26,capital,Vendor-011,Urgent year-end fund utilization,True,march_dumping
TXN-00337,Agriculture & Farmers,DEPT-004,6.25,2025-05-23,5,23,salaries,Vendor-005,Regular departmental expenditure,False,none
TXN-00911,Public Works - Mumbai,DEPT-010,57.56,2026-03-27,3,27,subsidies,Vendor-039,Urgent year-end fund utilization,True,march_dumping
TXN-00832,Public Works - Mumbai,DEPT-010,9.81,2025-07-26,7,26,salaries,Vendor-020,Regular departmental expenditure,False,none
TXN-00561,Water Resources,DEPT-007,9.01,2025-12-01,12,1,infrastructure,Vendor-006,Regular departmental expenditure,False,none
TXN-00725,Women & Child Development,DEPT-008,50.0,2025-08-05,8,5,capital,Vendor-038,Capital expenditure - project payment,True,round_amount_fraud
TXN-00120,Education,DEPT-002,7.68,2025-12-01,12,1,salaries,Vendor-020,Regular departmental expenditure,False,none
TXN-00366,Agriculture & Farmers,DEPT-004,9.93,2025-09-07,9,7,salaries,Vendor-025,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00424,Rural Development,DEPT-005,12.75,2025-05-28,5,28,grants,Vendor-031,Regular departmental expenditure,False,none
TXN-01090,Primary Education - Pune,DEPT-012,2.08,2025-09-13,9,13,subsidies,Vendor-024,Regular departmental expenditure,False,none
TXN-01085,Primary Education - Pune,DEPT-012,2.41,2025-05-16,5,16,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00041,Health & Family Welfare,DEPT-001,20.09,2025-06-20,6,20,subsidies,Vendor-041,Regular departmental expenditure,False,none
TXN-00926,Public Works - Nagpur,DEPT-011,3.47,2025-08-24,8,24,capital,Vendor-005,Regular departmental expenditure,False,none
TXN-00117,Education,DEPT-002,14.19,2025-08-08,8,8,revenue,Vendor-028,Regular departmental expenditure,False,none
TXN-00427,Rural Development,DEPT-005,8.32,2025-06-07,6,7,subsidies,Vendor-033,Regular departmental expenditure,False,none
TXN-00176,Education,DEPT-002,250.0,2025-11-11,11,11,salaries,Vendor-041,Capital expenditure - project payment,True,round_amount_fraud
TXN-00101,Education,DEPT-002,17.64,2025-05-15,5,15,subsidies,Vendor-009,Regular departmental expenditure,False,none
TXN-00537,Urban Development,DEPT-006,10.37,2025-04-08,4,8,grants,Vendor-004,Regular departmental expenditure,False,none
TXN-01027,Primary Education - Pune,DEPT-012,3.76,2025-07-06,7,6,salaries,Vendor-048,Regular departmental expenditure,False,none
TXN-00862,Public Works - Mumbai,DEPT-010,17.06,2025-11-09,11,9,grants,Vendor-020,Regular departmental expenditure,False,none
TXN-00512,Urban Development,DEPT-006,8.84,2025-07-22,7,22,salaries,Vendor-015,Regular departmental expenditure,False,none
TXN-00444,Rural Development,DEPT-005,3.39,2025-11-13,11,13,grants,Vendor-005,Regular departmental expenditure,False,none
TXN-00944,Public Works - Nagpur,DEPT-011,7.83,2025-08-22,8,22,revenue,Vendor-049,Regular departmental expenditure,False,none
TXN-00883,Public Works - Mumbai,DEPT-010,5.77,2025-12-08,12,8,salaries,Vendor-045,Regular departmental expenditure,False,none
TXN-00730,Women & Child Development,DEPT-008,10.5,2025-04-12,4,12,salaries,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-01028,Primary Education - Pune,DEPT-012,1.47,2025-06-01,6,1,grants,Vendor-035,Regular departmental expenditure,False,none
TXN-00656,Women & Child Development,DEPT-008,3.86,2025-09-11,9,11,infrastructure,Vendor-022,Regular departmental expenditure,False,none
TXN-00292,Agriculture & Farmers,DEPT-004,27.51,2025-08-22,8,22,subsidies,Vendor-020,Regular departmental expenditure,False,none
TXN-00805,Public Works - Pune,DEPT-009,10.03,2025-06-15,6,15,salaries,Vendor-043,Regular departmental expenditure,False,none
TXN-00913,Public Works - Mumbai,DEPT-010,10.65,2025-07-22,7,22,revenue,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00848,Public Works - Mumbai,DEPT-010,2.62,2025-05-04,5,4,infrastructure,Vendor-049,Regular departmental expenditure,False,none
TXN-00187,Road Transport & Highways,DEPT-003,14.71,2025-09-13,9,13,subsidies,Vendor-045,Regular departmental expenditure,False,none
TXN-00705,Women & Child Development,DEPT-008,8.35,2025-12-04,12,4,salaries,Vendor-011,Regular departmental expenditure,False,none
TXN-00743,Public Works - Pune,DEPT-009,4.59,2025-06-22,6,22,salaries,Vendor-002,Regular departmental expenditure,False,none
TXN-00527,Urban Development,DEPT-006,7.0,2025-08-03,8,3,salaries,Vendor-028,Regular departmental expenditure,False,none
TXN-01000,Public Works - Nagpur,DEPT-011,12.0,2025-04-15,4,15,subsidies,Vendor-042,Regular departmental expenditure,False,none
TXN-00885,Public Works - Mumbai,DEPT-010,18.0,2025-09-04,9,4,subsidies,Vendor-039,Regular departmental expenditure,False,none
TXN-00961,Public Works - Nagpur,DEPT-011,4.65,2025-11-27,11,27,grants,Vendor-042,Regular departmental expenditure,False,none
TXN-00903,Public Works - Mumbai,DEPT-010,2.65,2025-09-15,9,15,capital,Vendor-044,Regular departmental expenditure,False,none
TXN-00074,Health & Family Welfare,DEPT-001,21.95,2025-10-26,10,26,salaries,Vendor-026,Regular departmental expenditure,False,none
TXN-00607,Water Resources,DEPT-007,5.38,2025-11-03,11,3,salaries,Vendor-047,Regular departmental expenditure,False,none
TXN-00807,Public Works - Pune,DEPT-009,11.18,2025-12-22,12,22,capital,Vendor-044,Regular departmental expenditure,False,none
TXN-00678,Women & Child Development,DEPT-008,14.72,2025-10-10,10,10,capital,Vendor-026,Regular departmental expenditure,False,none
TXN-00226,Road Transport & Highways,DEPT-003,42.0,2025-06-20,6,20,revenue,Vendor-022,Regular departmental expenditure,False,none
TXN-00090,Health & Family Welfare,DEPT-001,50.0,2025-08-25,8,25,revenue,Vendor-036,Capital expenditure - project payment,True,round_amount_fraud
TXN-01104,Primary Education - Pune,DEPT-012,4.43,2025-07-05,7,5,infrastructure,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00103,Education,DEPT-002,11.65,2025-05-05,5,5,salaries,Vendor-037,Regular departmental expenditure,False,none
TXN-00947,Public Works - Nagpur,DEPT-011,6.55,2025-10-12,10,12,grants,Vendor-043,Regular departmental expenditure,False,none
TXN-00180,Education,DEPT-002,9.84,2025-10-15,10,15,capital,Vendor-033,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00863,Public Works - Mumbai,DEPT-010,10.58,2025-10-25,10,25,salaries,Vendor-030,Regular departmental expenditure,False,none
TXN-00573,Water Resources,DEPT-007,4.54,2025-10-28,10,28,revenue,Vendor-005,Regular departmental expenditure,False,none
TXN-00826,Public Works - Pune,DEPT-009,99.72,2025-05-18,5,18,grants,Vendor-012,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00043,Health & Family Welfare,DEPT-001,16.47,2025-12-18,12,18,infrastructure,Vendor-042,Regular departmental expenditure,False,none
TXN-01076,Primary Education - Pune,DEPT-012,5.33,2025-06-13,6,13,salaries,Vendor-003,Regular departmental expenditure,False,none
TXN-00032,Health & Family Welfare,DEPT-001,48.0,2025-11-15,11,15,grants,Vendor-032,Regular departmental expenditure,False,none
TXN-00314,Agriculture & Farmers,DEPT-004,7.92,2025-04-10,4,10,revenue,Vendor-033,Regular departmental expenditure,False,none
TXN-00515,Urban Development,DEPT-006,5.53,2025-07-23,7,23,capital,Vendor-050,Regular departmental expenditure,False,none
TXN-00583,Water Resources,DEPT-007,13.22,2025-06-11,6,11,capital,Vendor-045,Regular departmental expenditure,False,none
TXN-00169,Education,DEPT-002,13.59,2025-06-01,6,1,infrastructure,Vendor-050,Regular departmental expenditure,False,none
TXN-00825,Public Works - Pune,DEPT-009,9.87,2025-05-12,5,12,subsidies,Vendor-010,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00677,Women & Child Development,DEPT-008,14.31,2025-09-09,9,9,capital,Vendor-026,Regular departmental expenditure,False,none
TXN-00579,Water Resources,DEPT-007,24.0,2025-05-19,5,19,grants,Vendor-013,Regular departmental expenditure,False,none
TXN-00720,Women & Child Development,DEPT-008,14.64,2025-05-05,5,5,capital,Vendor-048,Regular departmental expenditure,False,none
TXN-00978,Public Works - Nagpur,DEPT-011,4.91,2025-11-07,11,7,infrastructure,Vendor-040,Regular departmental expenditure,False,none
TXN-01052,Primary Education - Pune,DEPT-012,1.7,2025-04-12,4,12,salaries,Vendor-034,Regular departmental expenditure,False,none
TXN-00821,Public Works - Pune,DEPT-009,250.0,2025-10-28,10,28,subsidies,Vendor-009,Capital expenditure - project payment,True,round_amount_fraud
TXN-00734,Women & Child Development,DEPT-008,10.29,2025-12-01,12,1,capital,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00605,Water Resources,DEPT-007,6.74,2025-04-21,4,21,infrastructure,Vendor-044,Regular departmental expenditure,False,none
TXN-00786,Public Works - Pune,DEPT-009,2.62,2025-12-13,12,13,infrastructure,Vendor-032,Regular departmental expenditure,False,none
TXN-00779,Public Works - Pune,DEPT-009,4.56,2025-12-13,12,13,subsidies,Vendor-022,Regular departmental expenditure,False,none
TXN-00185,Road Transport & Highways,DEPT-003,13.91,2025-08-27,8,27,capital,Vendor-004,Regular departmental expenditure,False,none
TXN-00652,Women & Child Development,DEPT-008,7.76,2025-12-21,12,21,subsidies,Vendor-019,Regular departmental expenditure,False,none
TXN-00567,Water Resources,DEPT-007,11.61,2025-04-26,4,26,salaries,Vendor-049,Regular departmental expenditure,False,none
TXN-00949,Public Works - Nagpur,DEPT-011,7.23,2025-11-24,11,24,salaries,Vendor-017,Regular departmental expenditure,False,none
TXN-00615,Water Resources,DEPT-007,9.4,2025-07-06,7,6,revenue,Vendor-036,Regular departmental expenditure,False,none
TXN-00844,Public Works - Mumbai,DEPT-010,6.14,2025-06-25,6,25,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-00044,Health & Family Welfare,DEPT-001,12.85,2025-06-07,6,7,subsidies,Vendor-016,Regular departmental expenditure,False,none
TXN-00640,Water Resources,DEPT-007,79.98,2026-03-28,3,28,infrastructure,Vendor-024,Urgent year-end fund utilization,True,march_dumping
TXN-00461,Urban Development,DEPT-006,8.59,2025-07-27,7,27,revenue,Vendor-031,Regular departmental expenditure,False,none
TXN-00410,Rural Development,DEPT-005,10.13,2025-05-09,5,9,salaries,Vendor-002,Regular departmental expenditure,False,none
TXN-00641,Water Resources,DEPT-007,250.0,2025-10-08,10,8,subsidies,Vendor-018,Capital expenditure - project payment,True,round_amount_fraud
TXN-00279,Agriculture & Farmers,DEPT-004,11.11,2025-05-06,5,6,salaries,Vendor-048,Regular departmental expenditure,False,none
TXN-00755,Public Works - Pune,DEPT-009,6.62,2025-07-03,7,3,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-01071,Primary Education - Pune,DEPT-012,2.1,2025-08-23,8,23,salaries,Vendor-042,Regular departmental expenditure,False,none
TXN-00211,Road Transport & Highways,DEPT-003,20.36,2025-04-14,4,14,grants,Vendor-047,Regular departmental expenditure,False,none
TXN-00695,Women & Child Development,DEPT-008,4.01,2025-11-02,11,2,grants,Vendor-022,Regular departmental expenditure,False,none
TXN-01101,Primary Education - Pune,DEPT-012,100.0,2025-11-19,11,19,grants,Vendor-047,Capital expenditure - project payment,True,round_amount_fraud
TXN-00501,Urban Development,DEPT-006,10.42,2025-06-19,6,19,capital,Vendor-021,Regular departmental expenditure,False,none
TXN-00438,Rural Development,DEPT-005,24.0,2025-07-02,7,2,subsidies,Vendor-048,Regular departmental expenditure,False,none
TXN-00129,Education,DEPT-002,10.8,2025-07-01,7,1,capital,Vendor-040,Regular departmental expenditure,False,none
TXN-00801,Public Works - Pune,DEPT-009,3.61,2025-04-21,4,21,salaries,Vendor-029,Regular departmental expenditure,False,none
TXN-00150,Education,DEPT-002,15.53,2025-11-19,11,19,grants,Vendor-047,Regular departmental expenditure,False,none
TXN-00795,Public Works - Pune,DEPT-009,5.21,2025-06-04,6,4,revenue,Vendor-009,Regular departmental expenditure,False,none
TXN-00081,Health & Family Welfare,DEPT-001,100.0,2025-08-07,8,7,capital,Vendor-036,Capital expenditure - project payment,True,round_amount_fraud
TXN-00750,Public Works - Pune,DEPT-009,7.25,2025-04-27,4,27,capital,Vendor-012,Regular departmental expenditure,False,none
TXN-01019,Primary Education - Pune,DEPT-012,4.43,2025-04-09,4,9,infrastructure,Vendor-047,Regular departmental expenditure,False,none
TXN-00010,Health & Family Welfare,DEPT-001,19.67,2025-10-12,10,12,salaries,Vendor-008,Regular departmental expenditure,False,none
TXN-00002,Health & Family Welfare,DEPT-001,18.66,2025-10-11,10,11,grants,Vendor-024,Regular departmental expenditure,False,none
TXN-00608,Water Resources,DEPT-007,10.87,2025-05-11,5,11,subsidies,Vendor-017,Regular departmental expenditure,False,none
TXN-00639,Water Resources,DEPT-007,71.01,2026-03-30,3,30,revenue,Vendor-020,Urgent year-end fund utilization,True,march_dumping
TXN-00016,Health & Family Welfare,DEPT-001,34.17,2025-12-15,12,15,salaries,Vendor-001,Regular departmental expenditure,False,none
TXN-00590,Water Resources,DEPT-007,12.57,2025-12-22,12,22,subsidies,Vendor-033,Regular departmental expenditure,False,none
TXN-00206,Road Transport & Highways,DEPT-003,12.34,2025-08-17,8,17,capital,Vendor-020,Regular departmental expenditure,False,none
TXN-00452,Rural Development,DEPT-005,50.0,2025-12-25,12,25,revenue,Vendor-050,Capital expenditure - project payment,True,round_amount_fraud
TXN-00162,Education,DEPT-002,4.8,2025-06-08,6,8,salaries,Vendor-036,Regular departmental expenditure,False,none
TXN-00108,Education,DEPT-002,12.58,2025-06-07,6,7,infrastructure,Vendor-003,Regular departmental expenditure,False,none
TXN-01062,Primary Education - Pune,DEPT-012,1.78,2025-08-18,8,18,infrastructure,Vendor-037,Regular departmental expenditure,False,none
TXN-00391,Rural Development,DEPT-005,7.61,2025-06-28,6,28,grants,Vendor-010,Regular departmental expenditure,False,none
TXN-00535,Urban Development,DEPT-006,9.17,2025-07-16,7,16,revenue,Vendor-002,Regular departmental expenditure,False,none
TXN-00667,Women & Child Development,DEPT-008,4.16,2025-04-08,4,8,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-00724,Women & Child Development,DEPT-008,5.01,2025-09-25,9,25,capital,Vendor-004,Regular departmental expenditure,False,none
TXN-00586,Water Resources,DEPT-007,4.76,2025-08-22,8,22,grants,Vendor-018,Regular departmental expenditure,False,none
TXN-00767,Public Works - Pune,DEPT-009,14.39,2025-12-09,12,9,revenue,Vendor-050,Regular departmental expenditure,False,none
